,S&P 500 vs FTSE 100,S&P 500 vs Nikkei 225,S&P 500 vs Hang Seng,S&P 500 vs NIFTY 50
2017-06-30,3.111161477920621,5.426926554092243,0.8602750188818814,3.276439310306091
2017-07-31,3.526514926578017,5.656678646715915,0.9045024057767137,3.3046814493063237
2017-08-31,3.5536242005157535,5.614262026659644,1.155026892262545,3.472549382365983
2017-09-30,3.298363159918563,5.791455413615165,0.9118192868017988,3.2539218565315857
2017-10-31,3.4198321814000954,5.621329429485231,1.0173717790132404,3.212100829938766
2017-11-30,3.5968053111956886,5.471110592626327,0.9392063127565187,3.0635488734472553
2017-12-31,3.6257176528795703,5.537040524874396,0.8371619075149217,3.026827717010035
2018-01-31,4.440711146660245,5.863145344390825,1.0530892018899922,3.166286659730201
2018-02-28,2.883049723355774,5.3645605691365645,1.4959216813066611,2.4933935395984235
2018-03-31,2.8554513840290507,5.475581575108249,1.5103442158608427,2.516589906280248
2018-04-30,1.4004639707497128,4.106043929717715,0.9119703498376791,1.4687994714655455
2018-05-31,2.1328143511801816,4.294102436158842,1.1599302823572355,1.4709676494768953
2018-06-30,2.0499741986711895,4.268126902487449,1.2811063287848339,1.3768814321058531
2018-07-31,2.0856796977805487,4.078592143417151,1.974245507643585,1.594715407949285
2018-08-31,1.59872483767992,3.673854655849826,1.5788067580763205,1.4170465917207442
2018-09-30,1.6047116820017262,4.765696292493526,1.5120387811970948,2.487758499324591
2018-10-31,2.570829069759448,4.626113823102637,1.5558777404724693,2.951876798515185
2018-11-30,3.4061154787683163,4.438685598618564,1.786073256054796,3.0407721513130843
2018-12-31,3.0828849845021793,3.544139832319754,2.420122174433967,3.3495266521348723
2019-01-31,3.2653657582503994,2.951309307303962,2.7682074955828195,3.4372798537329023
2019-02-28,3.1610276427879223,2.9397239832269664,2.6117702120234814,3.4341242293630696
2019-03-31,3.037970238523058,3.5343485340965515,2.6047568125346254,3.4329557626167158
2019-04-30,3.0419165102951924,3.487649592190259,2.7303884255390267,3.4569102127616573
2019-05-31,3.331924199488101,3.0745973638738597,2.9655490602078336,3.7574536040555357
2019-06-30,3.559831373492903,2.8732787385044753,3.2039388233135346,3.667242014128138
2019-07-31,3.9172666231208964,2.7271441989165117,3.2996902370129755,3.1191439509755154
2019-08-31,3.3557648813401926,2.3334453808253275,2.846004808745209,3.145997388519838
2019-09-30,3.181819734003244,2.2304755707947237,2.967215017373617,3.246945205355954
2019-10-31,3.7788635178438668,2.3097533949651305,2.8836295798700617,3.260428281954211
2019-11-30,3.478827032998261,1.953728076443359,3.1169976106127484,3.2192811468753737
2019-12-31,3.287699546192763,2.3236365830074046,2.903881950939591,3.285083102329441
2020-01-31,2.592402244360631,1.878936536482706,2.430506293193335,3.069828766347799
2020-02-29,2.684174650159435,1.8123905980609782,4.949673840855051,3.879739940922407
2020-03-31,0.4082607963453194,3.746225104230225,3.423675382516453,3.529642247661402
2020-04-30,2.093315663926637,2.5312490932520553,3.391960832051222,3.307663119344756
2020-05-31,1.843737799322459,3.2702297546790633,4.200876086273003,3.3243662229847204
2020-06-30,1.7810145570026081,3.3078298966347566,4.068323806743919,3.2503955846594934
2020-07-31,1.8401956438069134,2.952237682832898,3.7870054042506567,3.3380678656980773
2020-08-31,2.122534589868738,2.8598270969915185,3.6127922323042014,3.147005764953434
2020-09-30,2.1291379615017396,2.991874295683003,3.8764095361029898,3.1832579154181753
2020-10-31,2.4054741914247,2.9209860946039474,3.8920092455398514,3.3256454678523535
2020-11-30,1.7932633934127833,2.0250515242640765,3.698816638756081,2.8377356416877997
2020-12-31,1.7203215062885442,2.0228187696091666,3.4747034868153865,2.7929539043269362
2021-01-31,1.6921721195895718,1.9736245121234814,3.6091018735266878,2.8866330685582335
2021-02-28,1.7317201710271846,1.8718019632916083,3.589145642384009,2.80230701403657
2021-03-31,1.7876937960643629,1.7765070864954908,3.6754531515457574,2.702916274552805
2021-04-30,1.8018698512803355,1.8688517645564895,3.53687334061282,2.710024421452675
2021-05-31,1.7431759580029267,1.894965041293284,3.4252271544349373,2.7404082486175874
2021-06-30,1.6907450009054275,1.8359202511187722,3.4190642147450436,2.7084162696159457
2021-07-31,1.269909381259096,1.1422496263170212,3.2190896843175594,2.402822840039756
2021-08-31,1.2987502042997034,1.1637194281625436,3.3612874913454274,2.5718770701990357
2021-09-30,0.7470336295043123,1.4334182892614704,3.841173664126192,2.1879420709167876
2021-10-31,0.38919596053580696,1.4251768073619249,3.745823848393663,1.971118998032323
2021-11-30,-0.012811002586021747,0.9179438107672189,3.5967074371658554,1.4930289537609358
2021-12-31,0.08886619741987345,0.9245287490973086,3.8004696869848407,1.665067970538897
2022-01-31,0.47414322714531276,0.979041201636488,4.084295628338583,1.3850956771126048
2022-02-28,0.9725291981938111,1.1203243351031706,3.796305319723228,1.358949292871317
2022-03-31,0.9877130440696241,1.3166065090923385,4.09836937378522,1.3597504247414072
2022-04-30,1.2182133627486602,0.7506062984714318,4.408201827595741,0.8622301403861304
2022-05-31,1.2617276740139127,0.8538006975802481,4.19396891962611,1.0401650760222036
2022-06-30,1.1544598286384378,0.8042099506472694,4.823073801429412,1.0480449560356457
2022-07-31,1.2184087406220319,0.7563540068595109,3.4069428390908927,1.1920176826922257
2022-08-31,1.1288833383846093,0.7299353694948885,3.5462797508847563,1.1739010468866662
2022-09-30,1.2483888765436908,0.7409362075671,4.482897957760186,2.438783834103189
2022-10-31,1.2760108855726315,0.890390507248795,2.675285041204995,2.1585175167272626
2022-11-30,1.1966315018345246,1.6086284735850582,3.9736754927242934,2.85301219446297
2022-12-31,1.4039405785477521,1.6439234845766677,2.9902231564202673,2.7240851801845487
2023-01-31,1.2962906008423287,1.6530627114922258,3.3130033723408703,3.528970947226104
2023-02-28,1.6366631168538093,1.7072794676478793,3.5408320804070006,3.427381835679416
2023-03-31,1.8481352780863713,1.697651055056032,3.564424702964804,3.3023769270555614
2023-04-30,1.775270554709707,1.6083091114676789,3.55953988941022,3.274103162938871
2023-05-31,2.5963959836800052,2.9601695863621713,3.4025006616157003,3.2507907425693734
2023-06-30,2.868643581501229,2.93629669811461,3.57433531057295,3.278636937401616
2023-07-31,2.8296417201938926,3.1805563336744864,3.8222001737642985,3.27096535183129
2023-08-31,2.612206857044794,3.1587547785321304,3.804913222642767,3.156326738237156
2023-09-30,2.6035637936817206,2.89891669219112,3.9118391385333102,2.862039681051909
2023-10-31,2.559878979582489,2.8811176943839083,4.117181204016649,2.984818076576934
2023-11-30,2.8858065335170546,2.7386253619731846,3.96131357610747,2.937618295221156
2023-12-31,2.92930227045288,3.443359994480047,3.878748918540905,3.1444831464653737
2024-01-31,2.860443402086274,4.564279471561375,3.44654485911611,3.0764607242626196
2024-02-29,3.0228415150138215,4.89819159602099,3.684743461689292,3.58243981313803
2024-03-31,3.1315896091697852,4.896330343307648,3.7676338189553578,3.7579424025733306
2024-04-30,3.1024155048068796,4.75432391161571,2.770636893443183,3.507224534902176
2024-05-31,3.0034116107539783,4.817668755944374,2.9159119800123174,3.54919935569874
2024-06-30,3.368992294860687,4.703696591835305,2.7673546225047527,4.071556280947633
2024-07-31,3.429688141992565,5.1159118506836325,2.7452631731722312,4.1970764536977425
2024-08-31,3.3988526285963605,5.123481431095134,2.786534171651463,4.126282186629187
2024-09-30,4.0539696006890225,5.021750969113728,3.1241710515440597,3.8961362649478497
2024-10-31,3.870276661344682,5.899647478349951,3.040254083556039,3.570248767084075
2024-11-30,3.5006290084331897,5.218385323269195,2.3306312290252373,3.267651853288406
2024-12-31,3.2799047020380945,5.870845262374297,2.1953911577274146,3.0961110899845186
2025-01-31,3.622259645417331,5.796557984311024,2.1833116916918547,3.6660121941447246
