Dates,S&P 500,FTSE 100,Nikkei 225,Hang Seng,NIFTY 50
1990-08-31,-0.09906282498141383,-0.07283235639708874,-0.17787259724720705,-0.10767071957455521,0.14102254763254063
1990-09-30,-0.0525406781458706,-0.08311829738267562,-0.213527854102054,-0.11183396490165709,0.09452362485155685
1990-10-31,-0.006720785890856895,0.029700742763826504,0.1828734255187925,0.08006666905225313,-0.08556522123869037
1990-11-30,0.058206840656619185,0.04715608382422953,-0.11511301111654504,-0.008697137772059271,-0.09333274761833099
1990-12-31,0.024524556940845876,-0.002748854434333481,0.0602332988165184,0.01986505175367892,-0.10554486667477203
1991-01-31,0.04067904929105026,0.012379896143130509,-0.023571231200682163,0.06982900989838825,-0.05115649918089549
1991-02-28,0.06511441726691558,0.09266331621674517,0.12555429498503123,0.0909589087829108,0.1894745195189289
1991-03-31,0.021959955053811875,0.03134171446622158,-0.00444695983007648,0.05313035667977317,-0.03615125914504436
1991-04-30,0.00034640340354652466,0.012017381469318522,-0.0068999758327663585,-0.04298532183583603,0.05974296385704303
1991-05-31,0.03785182263787945,0.005295050279312541,-0.012394170551203842,0.032530348152546296,0.03577806212337542
1991-06-30,-0.04907751017191231,-0.034515656085827295,-0.10190678293730215,-0.010404600583546753,-0.02822331858465965
1991-07-31,0.04388229247898767,0.06958076341457353,0.035007163448698364,0.08886547649789378,0.24086497071897028
1991-08-31,0.019458251428518203,0.021779861379872756,-0.07687855954047151,-0.0028272311984967047,0.0645623322875819
1991-09-30,-0.01932933062438913,-0.009112718260635866,0.06837218221234309,-0.010451449323982231,0.04019845673934963
1991-10-31,0.011790171433081476,-0.021474696126026593,0.05316164231666498,0.020524944983925764,0.0011008943621737544
1991-11-30,-0.04492210058571189,-0.05849808481162988,-0.1059202304584943,0.027127378170327177,0.015695088503944632
1991-12-31,0.10578950523409691,0.029676734669608962,0.012980814232589566,0.03493375929972942,-0.008094178617857217
1992-01-31,-0.02010044909879305,0.03084579994968717,-0.042698682517656295,0.06844928555847751,0.20382928549769108
1992-02-29,0.009519360007767652,-0.003545481282052343,-0.03156215165295606,0.06870511533526447,0.17157435510445662
1992-03-31,-0.02207368007590116,-0.048788212647195905,-0.09804438525152115,0.0018728419153255516,0.4392846687126273
1992-04-30,0.027510774361822143,0.0840665921034498,-0.10654693964856676,0.08372668840773301,-0.13207743939839123
1992-05-31,0.0009635072406233292,0.019957019477002902,0.053570795583977926,0.12428153589963742,-0.2913097683150161
1992-06-30,-0.017511285484141048,-0.07132765499549798,-0.13993966387992351,0.003901821009993256,0.035294983419791315
1992-07-31,0.038618362837735454,-0.04943292186001624,-0.0026018461097301326,-0.03718226741870012,-0.1083718376871845
1992-08-31,-0.024290180670616834,-0.03692962408407663,0.12679612038065535,-0.04388817693985203,0.10253599760555421
1992-09-30,0.009064414154407174,0.09889670554662189,-0.03734423031042411,-0.022124049058415807,0.09765158889902814
1992-10-31,0.002104055864218246,0.04041768247988298,-0.0369808062037329,0.11730985627785273,-0.14702545064152606
1992-11-30,0.02981292053590412,0.044332359097359664,0.05320395881017426,-0.06335755187701331,-0.1088004470904167
1992-12-31,0.010057058909608507,0.024070989572410717,-0.043851619281625176,-0.052690712794904115,0.04696733978374734
1993-01-31,0.007021264078718836,-0.013902624122131613,0.005822325559176278,0.04244501750876495,0.030999708430349493
1993-02-28,0.010429041654892224,0.021427377450505602,-0.004145735727183464,0.09932484620218318,0.04568788744956631
1993-03-31,0.01852463452645292,0.0037238806149595405,0.092236343199529,0.005787699081441389,-0.21871596563886708
1993-04-30,-0.02574537280477518,-0.023051725240780918,0.11796464387202832,0.06684349264826928,-0.059397157869192085
1993-05-31,0.022463263988382387,0.00976342256387408,-0.01769115185244985,0.07631547130532823,0.05278955561974996
1993-06-30,0.0007549516301370574,0.020660236317001868,-0.04795605767887601,-0.03772144221694873,0.017134728630655793
1993-07-31,-0.005341298613249279,0.009096432756710016,0.03954166529441672,-0.015661609255205988,0.057250794092112756
1993-08-31,0.03385245757343558,0.05759494174196167,0.031227405593789115,0.07718003983289456,0.1233839475703622
1993-09-30,-0.01003813348240623,-0.020367302824432443,-0.04478444852060548,0.016615437463485705,0.033787745412587
1993-10-31,0.019207289080128476,0.043012186889543,-0.020234468522149385,0.19501023677299756,-0.012102488518508814
1993-11-30,-0.01299473977381993,-0.0012938041218468754,-0.18308934997574866,-0.022096562366177963,0.19071360074860966
1993-12-31,0.010040591116877273,0.07641941391331386,0.05978048446913853,0.26452138072603404,0.05289029130234013
1994-01-31,0.03198382449167081,0.02124475722085961,0.14966263018537873,-0.034344591368023814,0.17870382164131904
1994-02-28,-0.03050565928931004,-0.048015791984086675,-0.01153088672759317,-0.09842872573732997,0.07931491975546923
1994-03-31,-0.046825874672965284,-0.07539620741512287,-0.04528003959014981,-0.1422465759212379,-0.13666446144141542
1994-04-30,0.011464639111236963,0.012524915411331605,0.03158731675992321,-0.0070949476271291445,-0.022726591061613455
1994-05-31,0.012320936987420872,-0.0507999897670004,0.061364486286475284,0.06346640692377115,0.031253479421381236
1994-06-30,-0.027156214317502148,-0.01742068267355812,-0.01584269774432734,-0.08689947827383548,0.05110628071731682
1994-07-31,0.031004222913675328,0.05446379059038087,-0.009468276271931586,0.07946630422261336,0.023023350991517866
